nada | seu-socio-gestor-auditoria-planilhas.zip | Inventário!escopo | 53 arquivos XLSX efetivamente abertos; fórmulas lidas como fórmula e valores em cache; 161.932 fórmulas; 274 validações (207 listas, 35 datas, 27 decimais, 5 inteiros); 470 regras de formatação condicional | 20 conferências aritméticas centrais abaixo; contraprovas adicionais nos achados; nenhum Excel ou Google Planilhas executado | Diagnóstico em 17/09/2026; data-base dos números dos kits 03/04 = 14/09/2026

nada | 04-medicos/10-provisao-de-impostos.xlsx | Config!proteção | Aba protegida=True; amarelas=40; desbloqueadas=40; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/10-provisao-de-impostos.xlsx | Config!B6 | Validação: list; fórmula1==Config!$H$5:$H$16; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/10-provisao-de-impostos.xlsx | Config!B11 | Validação: list; fórmula1==Config!$H$5:$H$16; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/10-provisao-de-impostos.xlsx | Config!B12 | Validação: list; fórmula1==Config!$H$5:$H$16; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/10-provisao-de-impostos.xlsx | Config!C16:D23 | Validação: list; fórmula1="Sim,Não"; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/10-provisao-de-impostos.xlsx | Config!formatos | {'General': 54, '0.0%': 3, '"R$" #,##0.00;[Red]-"R$" #,##0.00': 23} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/10-provisao-de-impostos.xlsx | Entradas e pagamentos!proteção | Aba protegida=True; amarelas=48; desbloqueadas=48; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/10-provisao-de-impostos.xlsx | Entradas e pagamentos!formatos | {'General': 23, '"R$" #,##0.00;[Red]-"R$" #,##0.00': 34} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Inventário!funções | ABS, AND, COUNTA, IF, IFERROR, INDEX, ISNUMBER, MATCH, MAX, MONTH, N, OFFSET, OR, ROUND, ROUNDUP, ROW, SUM, SUMIFS, YEAR | Fórmulas: 1283; validações: 10; regras CF: 17; gráficos: 0 | Inventário, não atestado de execução nativa

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Como usar!proteção | Aba protegida=True; amarelas=0; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Como usar!formatos | {'General': 30} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Painel!proteção | Aba protegida=True; amarelas=0; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Painel!G9:G12 | CF: expression; fórmula=['AND(ISNUMBER(G9),G9>0)'] | prioridade=1; stopIfTrue=None; cores ARGB=['003B1F5E', '00FFF4CC', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Painel!J9:J12 | CF: expression; fórmula=['AND(ISNUMBER(J9),J9<0)'] | prioridade=2; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Painel!E36:E39 | CF: expression; fórmula=['E36<0'] | prioridade=3; stopIfTrue=None; cores ARGB=['00C8402E']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Painel!I36:I39 | CF: expression; fórmula=['I36>0'] | prioridade=4; stopIfTrue=None; cores ARGB=['003B1F5E', '00FFF4CC', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Painel!I36:I39 | CF: expression; fórmula=['I36<0'] | prioridade=5; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Painel!A36:I39 | CF: expression; fórmula=['ROW()-36+1=Config!$B$8'] | prioridade=6; stopIfTrue=None; cores ARGB=['00F3EEFB', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Painel!J15:J20 | CF: expression; fórmula=['J15="Acima do combinado"'] | prioridade=7; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Painel!J15:J20 | CF: expression; fórmula=['J15="Conforme o combinado"'] | prioridade=8; stopIfTrue=None; cores ARGB=['00155E3C', '00DDF3E7', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Painel!J15:J20 | CF: expression; fórmula=['J15="Pró-labore ainda não pago por completo"'] | prioridade=9; stopIfTrue=None; cores ARGB=['00FFF4CC', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Painel!G26:G31 | CF: expression; fórmula=['AND(G26<>"",G26>0)'] | prioridade=10; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Painel!J26:J31 | CF: expression; fórmula=['AND(J26<>"",J26>0)'] | prioridade=11; stopIfTrue=None; cores ARGB=['003B1F5E', '00FFF4CC', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Painel!formatos | {'General': 84, '"R$" #,##0;[Red]-"R$" #,##0': 175} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Config!proteção | Aba protegida=True; amarelas=40; desbloqueadas=40; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Config!B6 | Validação: list; fórmula1==Config!$H$5:$H$16; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Config!C25:C28 | Validação: list; fórmula1="Produção do mês,Recebido no mês"; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Config!formatos | {'General': 54, '0%': 5, '"R$" #,##0.00;[Red]-"R$" #,##0.00': 5, '0': 1} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Repasse!proteção | Aba protegida=True; amarelas=288; desbloqueadas=288; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Repasse!A5:A40 | Validação: list; fórmula1==Config!$H$5:$H$16; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Repasse!C5:C40 | Validação: list; fórmula1==OFFSET(Config!$A$25,0,0,MAX(1,COUNTA(Config!$A$25:$A$28)),1); fórmula2=None | showErrorMessage=False; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Repasse!H5:H40 | Validação: date; fórmula1=1; fórmula2=None | showErrorMessage=False; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Repasse!J5:J40 | CF: expression; fórmula=['AND(ISNUMBER(J5),J5>0)'] | prioridade=1; stopIfTrue=None; cores ARGB=['003B1F5E', '00FFF4CC', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Repasse!J5:J40 | CF: expression; fórmula=['AND(ISNUMBER(J5),J5<0)'] | prioridade=2; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Repasse!M5:M40 | CF: expression; fórmula=['AND(ISNUMBER(M5),M5<0)'] | prioridade=3; stopIfTrue=None; cores ARGB=['00C8402E']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Repasse!formatos | {'General': 81, '"R$" #,##0;[Red]-"R$" #,##0': 206, '#,##0.0': 9, '0%': 36, 'dd/mm/yyyy': 8} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Resultado mensal!proteção | Aba protegida=True; amarelas=24; desbloqueadas=24; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Resultado mensal!E5:E16 | CF: expression; fórmula=['E5<0'] | prioridade=1; stopIfTrue=None; cores ARGB=['00C8402E']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Resultado mensal!formatos | {'General': 33, '"R$" #,##0.00;[Red]-"R$" #,##0.00': 42} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Retiradas!proteção | Aba protegida=True; amarelas=2400; desbloqueadas=2400; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Retiradas!B5:B404 | Validação: list; fórmula1==OFFSET(Config!$A$15,0,0,MAX(1,COUNTA(Config!$A$15:$A$20)),1); fórmula2=None | showErrorMessage=False; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Retiradas!C5:C404 | Validação: list; fórmula1==Config!$J$5:$J$9; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Retiradas!F5:F404 | Validação: list; fórmula1="1º trimestre,2º trimestre,3º trimestre,4º trimestre"; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Retiradas!A5:A404 | Validação: date; fórmula1=1; fórmula2=None | showErrorMessage=False; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Retiradas!E5:E404 | Validação: decimal; fórmula1=0; fórmula2=None | showErrorMessage=False; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Retiradas!A5:H404 | CF: expression; fórmula=['$C5="Despesa pessoal paga pela clínica"'] | prioridade=1; stopIfTrue=None; cores ARGB=['00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Retiradas!A5:H404 | CF: expression; fórmula=['$C5="Devolução à clínica"'] | prioridade=2; stopIfTrue=None; cores ARGB=['00155E3C']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Retiradas!formatos | {'General': 890, 'dd/mm/yyyy': 26, '"R$" #,##0.00;[Red]-"R$" #,##0.00': 26} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Inventário!funções | AND, AVERAGE, DAY, FIXED, IF, IFERROR, INDEX, INT, LEFT, MATCH, MAX, MIN, MOD, MONTH, OR, REPT, ROUND, TEXT, TODAY, YEAR | Fórmulas: 275; validações: 2; regras CF: 7; gráficos: 1 | Inventário, não atestado de execução nativa

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Como usar!proteção | Aba protegida=True; amarelas=0; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Como usar!formatos | {'General': 30} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Painel!proteção | Aba protegida=True; amarelas=0; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Painel!B7 | CF: expression; fórmula=['LEFT(B7,8)="Vermelho"'] | prioridade=1; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Painel!B7 | CF: expression; fórmula=['LEFT(B7,7)="Amarelo"'] | prioridade=2; stopIfTrue=None; cores ARGB=['003B1F5E', '00FFF4CC', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Painel!B7 | CF: expression; fórmula=['LEFT(B7,5)="Verde"'] | prioridade=3; stopIfTrue=None; cores ARGB=['00155E3C', '00DDF3E7', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Painel!A10:F39 | CF: expression; fórmula=['$F10="Meta atingida"'] | prioridade=4; stopIfTrue=None; cores ARGB=['00155E3C', '00DDF3E7', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Painel!H43:H45 | CF: expression; fórmula=['H43="Concluída"'] | prioridade=5; stopIfTrue=None; cores ARGB=['00155E3C', '00DDF3E7', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Painel!H43:H45 | CF: expression; fórmula=['H43="Prazo vencido"'] | prioridade=6; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Painel!H43:H45 | CF: expression; fórmula=['H43="Em andamento"'] | prioridade=7; stopIfTrue=None; cores ARGB=['00F3EEFB', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Painel!formatos | {'General': 129, '"R$" #,##0;[Red]-"R$" #,##0': 129, '0.0': 1, '0%': 33, 'dd/mm/yyyy': 3, '0': 3} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Config!proteção | Aba protegida=True; amarelas=26; desbloqueadas=26; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Config!B6 | Validação: list; fórmula1==Config!$H$5:$H$16; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Config!D26:D28 | Validação: date; fórmula1=1; fórmula2=None | showErrorMessage=False; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Config!formatos | {'General': 49, 'dd/mm/yyyy': 4, '0': 1, '"R$" #,##0.00;[Red]-"R$" #,##0.00': 15} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/13-convenios-a-receber.xlsx | Inventário!funções | AND, AVERAGEIFS, COUNTA, COUNTIF, COUNTIFS, DATE, DAY, IF, IFERROR, INDEX, ISNUMBER, LARGE, MATCH, MAX, MIN, MONTH, OFFSET, OR, REPT, ROUND, ROW, SUMIFS, TEXT, TODAY, YEAR | Fórmulas: 9368; validações: 10; regras CF: 18; gráficos: 1 | Inventário, não atestado de execução nativa

nada | 04-medicos/13-convenios-a-receber.xlsx | Como usar!proteção | Aba protegida=True; amarelas=0; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/13-convenios-a-receber.xlsx | Como usar!formatos | {'General': 32} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/13-convenios-a-receber.xlsx | Painel!proteção | Aba protegida=True; amarelas=0; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/13-convenios-a-receber.xlsx | Painel!F11:F16 | CF: expression; fórmula=['AND(ISNUMBER(F11),F11>0.05)'] | prioridade=1; stopIfTrue=None; cores ARGB=['00C8402E']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/13-convenios-a-receber.xlsx | Painel!I11:I16 | CF: expression; fórmula=['AND(ISNUMBER(I11),I11>0)'] | prioridade=2; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/13-convenios-a-receber.xlsx | Painel!K11:K16 | CF: expression; fórmula=['AND(ISNUMBER(K11),K11>J11)'] | prioridade=3; stopIfTrue=None; cores ARGB=['00C8402E']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/13-convenios-a-receber.xlsx | Painel!A21:I32 | CF: expression; fórmula=['$H21="Atrasada"'] | prioridade=4; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/13-convenios-a-receber.xlsx | Painel!A37:I48 | CF: expression; fórmula=['$B37=0'] | prioridade=5; stopIfTrue=None; cores ARGB=['00B0A6C4']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/13-convenios-a-receber.xlsx | Painel!I37:I48 | CF: expression; fórmula=['I37="Com atraso"'] | prioridade=6; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/13-convenios-a-receber.xlsx | Painel!I37:I48 | CF: expression; fórmula=['I37="Fechado"'] | prioridade=7; stopIfTrue=None; cores ARGB=['00155E3C', '00DDF3E7', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/13-convenios-a-receber.xlsx | Painel!A53:I64 | CF: expression; fórmula=['$I53="Em recurso"'] | prioridade=8; stopIfTrue=None; cores ARGB=['00FFF4CC', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/13-convenios-a-receber.xlsx | Painel!A53:I64 | CF: expression; fórmula=['$I53="Negado"'] | prioridade=9; stopIfTrue=None; cores ARGB=['008A86A0']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/13-convenios-a-receber.xlsx | Painel!I53:I64 | CF: expression; fórmula=['$I53="—"'] | prioridade=10; stopIfTrue=None; cores ARGB=['00B0A6C4']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/13-convenios-a-receber.xlsx | Painel!formatos | {'General': 252, '"R$" #,##0;[Red]-"R$" #,##0': 113, '0.0%': 19, '0': 24, 'mm/yyyy': 12, 'dd/mm/yyyy': 36} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/13-convenios-a-receber.xlsx | Config!proteção | Aba protegida=True; amarelas=34; desbloqueadas=34; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=B5; fórmulas desbloqueadas=B5 | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/13-convenios-a-receber.xlsx | Config!B5 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/13-convenios-a-receber.xlsx | Config!formatos | {'General': 21, 'dd/mm/yyyy': 1, '0': 7, '0.0%': 3} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

