Nada | seu-socio-gestor-auditoria-3.zip | Escopo!18/09/2026 | 53 XLSX abertos e inspecionados: 234 abas, 162.716 fórmulas, 276 validações e 470 regras condicionais. TRIAGEM-COMPLETA.md, LEIA-ME.md, INVENTARIO.md e referências lidos. Comparação com o pacote e o parecer anteriores. | Diagnóstico sem alterar qualquer XLSX; hashes dos 53 originais conferidos ao final. | Este relatório contém correções G-1 a G-32, regressões, 12 contas novas, contratos, veredictos, testes nativos e inventários. Nada significa ausência de achado naquele teste, não certificação universal.

Nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!G5:G3004 | Validação inspecionada: {"type": "list", "sqref": "G5:G3004", "formula1": "=OFFSET(Config!$J$5,0,0,MAX(1,COUNTA(Config!$J$5:$J$16)),1)", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!H5:H3004 | Validação inspecionada: {"type": "list", "sqref": "H5:H3004", "formula1": "\"Agendado,Confirmado,Realizado,Falta,Cancelado,Remarcado\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!I5:I3004 | Validação inspecionada: {"type": "list", "sqref": "I5:I3004", "formula1": "\"Pix,Dinheiro,Cartão de débito,Cartão de crédito,A prazo,Convênio,Sem cobrança\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!J5:J3004 | Validação inspecionada: {"type": "whole", "sqref": "J5:J3004", "formula1": "1", "formula2": "12", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A5:A3004 | Validação inspecionada: {"type": "date", "sqref": "A5:A3004", "formula1": "1", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A5:R3004 | Regra condicional: {"type": "expression", "formula": ["$H5=\"Realizado\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A5:R3004 | Regra condicional: {"type": "expression", "formula": ["$H5=\"Falta\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A5:R3004 | Regra condicional: {"type": "expression", "formula": ["OR($H5=\"Cancelado\",$H5=\"Remarcado\")"], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A5:R3004 | Regra condicional: {"type": "expression", "formula": ["OR($H5=\"Agendado\",$H5=\"Confirmado\")"], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!I5:I3004 | Regra condicional: {"type": "expression", "formula": ["AND($H5=\"Realizado\",$M5>0,$I5=\"\")"], "priority": 5, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Inventário!arquivo | 4 abas; 33439 fórmulas; 6 validações; 9 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: nenhuma. | Funções de células: AND, CHOOSE, COUNTIF, COUNTIFS, IF, IFERROR, INDEX, INT, LARGE, MATCH, MIN, MONTH, OR, REPT, ROUND, ROW, TEXT, TIME, WEEKDAY, YEAR; SHA-256 inalterado: 5fa4cc5c3ee51edf816d83e25d1035f591e8820adc6b13fa1cbaeaff0336d5cd | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Painel!D11:D16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(D11),D11>0.1)"], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Painel!D20:D22 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(D20),D20>0.1)"], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Painel!D26:D31 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(D26),D26>0.1)"], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Painel!D35:D42 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(D35),D35>0.1)"], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Painel!A47:H54 | Regra condicional: {"type": "expression", "formula": ["$B47>Config!$B$8-7"], "priority": 5, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Painel!A61:H85 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER($H61),$H61>=30)"], "priority": 6, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Config!B6 | Validação inspecionada: {"type": "list", "sqref": "B6", "formula1": "=Config!$L$5:$L$16", "formula2": "None", "allowBlank": "False", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!C5:C3004 | Validação inspecionada: {"type": "list", "sqref": "C5:C3004", "formula1": "=OFFSET(Config!$D$5,0,0,MAX(1,COUNTA(Config!$D$5:$D$12)),1)", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!F5:F3004 | Validação inspecionada: {"type": "list", "sqref": "F5:F3004", "formula1": "=OFFSET(Config!$F$5,0,0,MAX(1,COUNTA(Config!$F$5:$F$10)),1)", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!G5:G3004 | Validação inspecionada: {"type": "list", "sqref": "G5:G3004", "formula1": "=OFFSET(Config!$H$5,0,0,MAX(1,COUNTA(Config!$H$5:$H$16)),1)", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!H5:H3004 | Validação inspecionada: {"type": "list", "sqref": "H5:H3004", "formula1": "\"Agendado,Confirmado,Realizado,Falta,Cancelado,Remarcado\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A5:A3004 | Validação inspecionada: {"type": "date", "sqref": "A5:A3004", "formula1": "1", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A5:T3004 | Regra condicional: {"type": "expression", "formula": ["$H5=\"Falta\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A5:T3004 | Regra condicional: {"type": "expression", "formula": ["$T5=\"Sim\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A5:T3004 | Regra condicional: {"type": "expression", "formula": ["OR($H5=\"Cancelado\",$H5=\"Remarcado\")"], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/03-rotina-da-semana.xlsx | Inventário!arquivo | 4 abas; 594 fórmulas; 4 validações; 9 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: nenhuma. | Funções de células: COUNTA, COUNTIF, COUNTIFS, IF, INDEX, INT, MAX, MIN, OR, REPT, ROUND, SUM, SUMIF, SUMIFS, SUMPRODUCT, TEXT; SHA-256 inalterado: eba194d78add5cbab6c61e84e8f8940da85b72e02bf336d1e45f6d9664f4acf6 | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 04-medicos/03-rotina-da-semana.xlsx | Painel!A9:F13 | Regra condicional: {"type": "expression", "formula": ["$B9=0"], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/03-rotina-da-semana.xlsx | Painel!F9:F13 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(F9),F9<0.7)"], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/03-rotina-da-semana.xlsx | Painel!E17:E24 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(E17),E17<0.7)"], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/03-rotina-da-semana.xlsx | Painel!A29:H52 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER($G29),$G29<0.5)"], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/03-rotina-da-semana.xlsx | Painel!A29:H52 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER($G29),$G29>=0.5,$G29<0.75)"], "priority": 5, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/03-rotina-da-semana.xlsx | Rotina!A5:A28 | Validação inspecionada: {"type": "list", "sqref": "A5:A28", "formula1": "\"Segunda,Terça,Quarta,Quinta,Sexta\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/03-rotina-da-semana.xlsx | Rotina!D5:D28 | Validação inspecionada: {"type": "list", "sqref": "D5:D28", "formula1": "=OFFSET(Config!$B$9,0,0,MAX(1,COUNTA(Config!$B$9:$B$18)),1)", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/03-rotina-da-semana.xlsx | Rotina!E5:BD28 | Validação inspecionada: {"type": "list", "sqref": "E5:BD28", "formula1": "\"Sim,Não\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/03-rotina-da-semana.xlsx | Rotina!C5:C28 | Validação inspecionada: {"type": "decimal", "sqref": "C5:C28", "formula1": "0", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/03-rotina-da-semana.xlsx | Rotina!E5:BD28 | Regra condicional: {"type": "expression", "formula": ["E5=\"Sim\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/03-rotina-da-semana.xlsx | Rotina!E5:BD28 | Regra condicional: {"type": "expression", "formula": ["E5=\"Não\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/03-rotina-da-semana.xlsx | Rotina!E3:BD4 | Regra condicional: {"type": "expression", "formula": ["AND(E$3<=Config!$B$5,E$3+6>=Config!$B$5)"], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/03-rotina-da-semana.xlsx | Rotina!A5:D28 | Regra condicional: {"type": "expression", "formula": ["$A5=\"Sexta\""], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/04-checklist-do-dia.xlsx | Inventário!arquivo | 4 abas; 3204 fórmulas; 3 validações; 9 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: nenhuma. | Funções de células: AND, CHOOSE, COUNTA, COUNTIF, COUNTIFS, IF, IFERROR, INDEX, LARGE, LEFT, LEN, MATCH, MAX, MIN, OR, SUM, SUMIFS, TEXT, WEEKDAY; SHA-256 inalterado: 24cad35834055c43997dad54e79dcd91d28b3c6bf448d8ae37e69274a09f5c16 | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 04-medicos/04-checklist-do-dia.xlsx | Painel!G10:G21 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(G10),G10>0)"], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/04-checklist-do-dia.xlsx | Painel!C26:C33 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(C26),C26>0)"], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/04-checklist-do-dia.xlsx | Painel!H26:H33 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(H26),H26>0)"], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/04-checklist-do-dia.xlsx | Painel!A38:G43 | Regra condicional: {"type": "expression", "formula": ["$C38=0"], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/04-checklist-do-dia.xlsx | Checklist!C5:C304 | Validação inspecionada: {"type": "list", "sqref": "C5:C304", "formula1": "=OFFSET(Config!$F$10,0,0,MAX(1,COUNTA(Config!$F$10:$F$19)),1)", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/04-checklist-do-dia.xlsx | Checklist!D5:S304 | Validação inspecionada: {"type": "list", "sqref": "D5:S304", "formula1": "\"Sim,Não,N/A\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/04-checklist-do-dia.xlsx | Checklist!A5:A304 | Validação inspecionada: {"type": "date", "sqref": "A5:A304", "formula1": "1", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/04-checklist-do-dia.xlsx | Checklist!D5:S304 | Regra condicional: {"type": "expression", "formula": ["D5=\"Sim\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/04-checklist-do-dia.xlsx | Checklist!D5:S304 | Regra condicional: {"type": "expression", "formula": ["D5=\"Não\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/04-checklist-do-dia.xlsx | Checklist!D5:S304 | Regra condicional: {"type": "expression", "formula": ["D5=\"N/A\""], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/04-checklist-do-dia.xlsx | Checklist!A5:C304 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER($X5),$X5>0)"], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/04-checklist-do-dia.xlsx | Checklist!T5:U304 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(T5),T5<1)"], "priority": 5, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/05-custo-da-hora.xlsx | Inventário!arquivo | 5 abas; 143 fórmulas; 2 validações; 0 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: nenhuma. | Funções de células: CEILING, IF, IFERROR, OR, ROUND, SUM, SUMIFS; SHA-256 inalterado: bd29c3173f2d193859821b7eb2c0dfd2476f10459c24dfe8dad2de8d98aa4ee9 | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 04-medicos/05-custo-da-hora.xlsx | Equipe!E5:E14 G5:G14 | Validação inspecionada: {"type": "list", "sqref": "E5:E14 G5:G14", "formula1": "\"Sim,Não\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/05-custo-da-hora.xlsx | Equipe!C5:C14 | Validação inspecionada: {"type": "list", "sqref": "C5:C14", "formula1": "\"Pró-labore,Salário,Repasse\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/06-precificacao.xlsx | Inventário!arquivo | 3 abas; 188 fórmulas; 2 validações; 18 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: nenhuma. | Funções de células: AND, COUNTA, COUNTIF, IF, IFERROR, ISNUMBER, MIN, OR; SHA-256 inalterado: dbf3d6674321a9f585a5f054a1cd730377ac35206f7883c0e531938c9f32f2c3 | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!C5:C16 | Validação inspecionada: {"type": "list", "sqref": "C5:C16", "formula1": "\"Sim,Não\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!B32 | Validação inspecionada: {"type": "list", "sqref": "B32", "formula1": "\"Sim,Não\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!K5:K16 | Regra condicional: {"type": "expression", "formula": ["K5=\"Abaixo do mínimo\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!K5:K16 | Regra condicional: {"type": "expression", "formula": ["K5=\"Entre mínimo e alvo\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!K5:K16 | Regra condicional: {"type": "expression", "formula": ["K5=\"No alvo ou acima\""], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!J5:J16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(J5),J5<0)"], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!J5:J16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(J5),J5>=0,J5<Config!$B$9)"], "priority": 5, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!J5:J16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(J5),J5>=Config!$B$9)"], "priority": 6, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!M5:M16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(M5),M5<0)"], "priority": 7, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!M5:M16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(M5),M5>=0,M5<Config!$B$9)"], "priority": 8, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!M5:M16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(M5),M5>=Config!$B$9)"], "priority": 9, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!O5:O16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(O5),O5<0)"], "priority": 10, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!O5:O16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(O5),O5>=0,O5<Config!$B$9)"], "priority": 11, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!O5:O16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(O5),O5>=Config!$B$9)"], "priority": 12, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!Q5:Q16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(Q5),Q5<0)"], "priority": 13, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!Q5:Q16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(Q5),Q5>=0,Q5<Config!$B$9)"], "priority": 14, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!Q5:Q16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(Q5),Q5>=Config!$B$9)"], "priority": 15, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!S5:S16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(S5),S5<0)"], "priority": 16, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!S5:S16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(S5),S5>=0,S5<Config!$B$9)"], "priority": 17, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/06-precificacao.xlsx | Precificação!S5:S16 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(S5),S5>=Config!$B$9)"], "priority": 18, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/07-simulador-convenio-x-particular.xlsx | Inventário!arquivo | 3 abas; 180 fórmulas; 2 validações; 8 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: nenhuma. | Funções de células: DAY, FIXED, IF, IFERROR, INDEX, MATCH, MAX, MIN, MONTH, OR, SUM, TEXT, YEAR; SHA-256 inalterado: 9d9ec626d7f589a3d00adf12e7eea2c57ab56f197195831be19fb9c030779273 | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

